ScheduleId,LeadId,TaskTypeId,ScheduleTitle,ScheduledDate,TaskStatusId,AssignedAgentId,IsFollowUp,Notes,CreatedBy,CreatedOn
10499,1239,2,Task for Lead 1239,2025-08-25 18:38:51.142653,3,10,0,Priority: High,SYSTEM,2025-08-24 18:38:51.142653
10500,524,5,Task for Lead 524,2025-08-23 21:38:51.142890,4,14,0,Priority: High,SYSTEM,2025-08-22 21:38:51.142890
10501,881,4,Task for Lead 881,2025-09-13 20:38:51.143211,3,10,1,Priority: Low,SYSTEM,2025-09-12 20:38:51.143211
10502,783,1,Task for Lead 783,2025-10-12 22:38:51.143497,1,13,0,Priority: Low,SYSTEM,2025-10-11 22:38:51.143497
10503,1057,2,Task for Lead 1057,2025-10-02 02:38:51.143730,2,9,1,Priority: Medium,SYSTEM,2025-10-01 02:38:51.143730
10504,47,5,Task for Lead 47,2025-10-06 01:38:51.143928,1,34,0,Priority: High,SYSTEM,2025-10-05 01:38:51.143928
10505,266,1,Task for Lead 266,2025-09-01 17:38:51.144113,4,1,1,Priority: High,SYSTEM,2025-08-31 17:38:51.144113
10506,713,4,Task for Lead 713,2025-10-21 00:38:51.144307,1,32,0,Priority: High,SYSTEM,2025-10-20 00:38:51.144307
10507,793,4,Task for Lead 793,2025-09-11 20:38:51.144494,4,34,1,Priority: High,SYSTEM,2025-09-10 20:38:51.144494
10508,812,4,Task for Lead 812,2025-10-12 02:38:51.144717,2,49,1,Priority: High,SYSTEM,2025-10-11 02:38:51.144717
10509,429,4,Task for Lead 429,2025-10-15 03:38:51.144917,2,22,1,Priority: Medium,SYSTEM,2025-10-14 03:38:51.144917
10510,629,3,Task for Lead 629,2025-09-17 21:38:51.145101,4,26,0,Priority: Medium,SYSTEM,2025-09-16 21:38:51.145101
10511,1195,1,Task for Lead 1195,2025-10-17 23:38:51.145308,1,30,1,Priority: Low,SYSTEM,2025-10-16 23:38:51.145308
10512,853,2,Task for Lead 853,2025-08-29 19:38:51.145496,4,16,0,Priority: Low,SYSTEM,2025-08-28 19:38:51.145496
10513,39,5,Task for Lead 39,2025-08-24 18:38:51.145725,3,27,0,Priority: Low,SYSTEM,2025-08-23 18:38:51.145725
10514,81,2,Task for Lead 81,2025-09-20 19:38:51.145930,4,31,0,Priority: High,SYSTEM,2025-09-19 19:38:51.145930
10515,679,1,Task for Lead 679,2025-09-04 19:38:51.146115,4,14,1,Priority: Medium,SYSTEM,2025-09-03 19:38:51.146115
10516,1168,4,Task for Lead 1168,2025-09-17 01:38:51.146310,4,4,1,Priority: Low,SYSTEM,2025-09-16 01:38:51.146310
10517,296,3,Task for Lead 296,2025-10-04 20:38:51.146494,2,40,0,Priority: Low,SYSTEM,2025-10-03 20:38:51.146494
10518,706,5,Task for Lead 706,2025-09-20 18:38:51.146717,4,45,1,Priority: High,SYSTEM,2025-09-19 18:38:51.146717
10519,1152,2,Task for Lead 1152,2025-09-23 21:38:51.146916,1,17,0,Priority: Medium,SYSTEM,2025-09-22 21:38:51.146916
10520,1196,3,Task for Lead 1196,2025-10-20 01:38:51.147168,1,38,1,Priority: Low,SYSTEM,2025-10-19 01:38:51.147168
10521,1026,1,Task for Lead 1026,2025-09-17 18:38:51.147381,4,5,1,Priority: High,SYSTEM,2025-09-16 18:38:51.147381
10522,404,5,Task for Lead 404,2025-10-17 19:38:51.147568,2,12,0,Priority: Medium,SYSTEM,2025-10-16 19:38:51.147568
10523,830,2,Task for Lead 830,2025-09-11 00:38:51.147806,3,49,1,Priority: Low,SYSTEM,2025-09-10 00:38:51.147806
10524,993,1,Task for Lead 993,2025-09-18 22:38:51.147998,4,21,0,Priority: Medium,SYSTEM,2025-09-17 22:38:51.147998
10525,725,4,Task for Lead 725,2025-09-07 01:38:51.148183,4,11,0,Priority: Low,SYSTEM,2025-09-06 01:38:51.148183
10526,629,3,Task for Lead 629,2025-09-28 20:38:51.148376,2,55,0,Priority: Low,SYSTEM,2025-09-27 20:38:51.148376
10527,499,2,Task for Lead 499,2025-10-09 01:38:51.148559,2,21,0,Priority: Medium,SYSTEM,2025-10-08 01:38:51.148559
10528,415,3,Task for Lead 415,2025-09-17 01:38:51.148788,4,48,0,Priority: High,SYSTEM,2025-09-16 01:38:51.148788
10529,530,4,Task for Lead 530,2025-08-30 22:38:51.148981,3,16,0,Priority: Low,SYSTEM,2025-08-29 22:38:51.148981
10530,701,4,Task for Lead 701,2025-09-05 22:38:51.149164,4,9,0,Priority: Medium,SYSTEM,2025-09-04 22:38:51.149164
10531,626,4,Task for Lead 626,2025-08-29 01:38:51.149366,4,9,1,Priority: Low,SYSTEM,2025-08-28 01:38:51.149366
10532,254,2,Task for Lead 254,2025-10-12 22:38:51.149551,2,22,0,Priority: High,SYSTEM,2025-10-11 22:38:51.149551
10533,999,2,Task for Lead 999,2025-10-16 20:38:51.149790,2,26,0,Priority: High,SYSTEM,2025-10-15 20:38:51.149790
10534,941,2,Task for Lead 941,2025-09-17 21:38:51.149989,4,12,0,Priority: Low,SYSTEM,2025-09-16 21:38:51.149989
10535,786,5,Task for Lead 786,2025-10-15 03:38:51.150181,1,34,0,Priority: Medium,SYSTEM,2025-10-14 03:38:51.150181
10536,1008,2,Task for Lead 1008,2025-08-27 23:38:51.150383,4,31,0,Priority: Medium,SYSTEM,2025-08-26 23:38:51.150383
10537,90,5,Task for Lead 90,2025-08-29 19:38:51.150570,4,22,0,Priority: Low,SYSTEM,2025-08-28 19:38:51.150570
10538,605,1,Task for Lead 605,2025-09-20 20:38:51.150803,4,11,1,Priority: High,SYSTEM,2025-09-19 20:38:51.150803
10539,1041,5,Task for Lead 1041,2025-10-09 02:38:51.150996,1,27,0,Priority: Low,SYSTEM,2025-10-08 02:38:51.150996
10540,1218,4,Task for Lead 1218,2025-09-03 17:38:51.151270,4,53,0,Priority: Low,SYSTEM,2025-09-02 17:38:51.151270
10541,201,1,Task for Lead 201,2025-10-03 20:38:51.151472,1,12,0,Priority: High,SYSTEM,2025-10-02 20:38:51.151472
10542,481,3,Task for Lead 481,2025-10-09 19:38:51.151658,2,42,0,Priority: High,SYSTEM,2025-10-08 19:38:51.151658
10543,194,1,Task for Lead 194,2025-08-25 23:38:51.151908,3,53,0,Priority: High,SYSTEM,2025-08-24 23:38:51.151908
10544,985,5,Task for Lead 985,2025-09-16 19:38:51.152105,4,10,1,Priority: Low,SYSTEM,2025-09-15 19:38:51.152105
10545,44,1,Task for Lead 44,2025-09-01 01:38:51.152298,3,32,0,Priority: High,SYSTEM,2025-08-31 01:38:51.152298
10546,333,3,Task for Lead 333,2025-10-05 22:38:51.152484,2,11,0,Priority: High,SYSTEM,2025-10-04 22:38:51.152484
10547,880,1,Task for Lead 880,2025-09-08 01:38:51.152706,4,3,0,Priority: Low,SYSTEM,2025-09-07 01:38:51.152706
10548,1137,3,Task for Lead 1137,2025-09-28 21:38:51.152914,1,11,1,Priority: Medium,SYSTEM,2025-09-27 21:38:51.152914
10549,392,4,Task for Lead 392,2025-08-24 20:38:51.153101,4,19,0,Priority: High,SYSTEM,2025-08-23 20:38:51.153101
10550,941,2,Task for Lead 941,2025-10-05 02:38:51.153292,1,7,1,Priority: High,SYSTEM,2025-10-04 02:38:51.153292
10551,566,3,Task for Lead 566,2025-10-06 20:38:51.153487,2,15,1,Priority: High,SYSTEM,2025-10-05 20:38:51.153487
10552,828,5,Task for Lead 828,2025-10-19 20:38:51.153713,1,21,0,Priority: Medium,SYSTEM,2025-10-18 20:38:51.153713
10553,180,3,Task for Lead 180,2025-09-10 19:38:51.153916,3,35,1,Priority: Medium,SYSTEM,2025-09-09 19:38:51.153916
10554,786,1,Task for Lead 786,2025-10-17 02:38:51.154102,2,40,0,Priority: High,SYSTEM,2025-10-16 02:38:51.154102
10555,117,2,Task for Lead 117,2025-09-15 22:38:51.154293,4,8,0,Priority: Low,SYSTEM,2025-09-14 22:38:51.154293
10556,800,1,Task for Lead 800,2025-09-27 21:38:51.154488,1,21,1,Priority: Low,SYSTEM,2025-09-26 21:38:51.154488
10557,939,2,Task for Lead 939,2025-10-02 01:38:51.154715,2,36,1,Priority: High,SYSTEM,2025-10-01 01:38:51.154715
10558,420,5,Task for Lead 420,2025-09-30 22:38:51.154917,1,22,1,Priority: Low,SYSTEM,2025-09-29 22:38:51.154917
10559,38,5,Task for Lead 38,2025-10-07 21:38:51.155173,2,43,0,Priority: High,SYSTEM,2025-10-06 21:38:51.155173
10560,1239,4,Task for Lead 1239,2025-10-14 20:38:51.155380,1,28,0,Priority: High,SYSTEM,2025-10-13 20:38:51.155380
10561,31,5,Task for Lead 31,2025-08-25 22:38:51.155576,4,12,1,Priority: High,SYSTEM,2025-08-24 22:38:51.155576
10562,591,2,Task for Lead 591,2025-09-30 23:38:51.155813,2,18,0,Priority: Medium,SYSTEM,2025-09-29 23:38:51.155813
10563,1047,3,Task for Lead 1047,2025-08-29 00:38:51.156005,3,42,0,Priority: High,SYSTEM,2025-08-28 00:38:51.156005
10564,1191,4,Task for Lead 1191,2025-09-26 23:38:51.156190,1,3,0,Priority: High,SYSTEM,2025-09-25 23:38:51.156190
10565,930,3,Task for Lead 930,2025-08-25 20:38:51.156385,3,34,0,Priority: High,SYSTEM,2025-08-24 20:38:51.156385
10566,6,3,Task for Lead 6,2025-09-13 21:38:51.156590,3,53,1,Priority: High,SYSTEM,2025-09-12 21:38:51.156590
10567,558,5,Task for Lead 558,2025-09-02 19:38:51.156833,3,28,1,Priority: High,SYSTEM,2025-09-01 19:38:51.156833
10568,1121,3,Task for Lead 1121,2025-10-01 01:38:51.157021,2,34,0,Priority: Low,SYSTEM,2025-09-30 01:38:51.157021
10569,1044,4,Task for Lead 1044,2025-10-13 01:38:51.157205,1,7,1,Priority: Low,SYSTEM,2025-10-12 01:38:51.157205
10570,440,4,Task for Lead 440,2025-10-12 20:38:51.157399,1,36,0,Priority: High,SYSTEM,2025-10-11 20:38:51.157399
10571,968,4,Task for Lead 968,2025-10-18 03:38:51.157609,2,36,0,Priority: Medium,SYSTEM,2025-10-17 03:38:51.157609
10572,1116,5,Task for Lead 1116,2025-10-15 00:38:51.157870,1,9,0,Priority: High,SYSTEM,2025-10-14 00:38:51.157870
10573,533,1,Task for Lead 533,2025-09-15 22:38:51.158060,4,19,0,Priority: Medium,SYSTEM,2025-09-14 22:38:51.158060
10574,468,3,Task for Lead 468,2025-09-04 18:38:51.158255,4,52,1,Priority: Medium,SYSTEM,2025-09-03 18:38:51.158255
10575,174,4,Task for Lead 174,2025-09-11 20:38:51.158441,3,21,1,Priority: High,SYSTEM,2025-09-10 20:38:51.158441
10576,1118,2,Task for Lead 1118,2025-10-10 21:38:51.158626,1,54,0,Priority: Low,SYSTEM,2025-10-09 21:38:51.158626
10577,180,4,Task for Lead 180,2025-09-16 19:38:51.158863,3,22,0,Priority: High,SYSTEM,2025-09-15 19:38:51.158863
10578,973,1,Task for Lead 973,2025-09-07 18:38:51.159057,4,50,1,Priority: High,SYSTEM,2025-09-06 18:38:51.159057
10579,848,5,Task for Lead 848,2025-09-12 17:38:51.159329,4,53,0,Priority: Medium,SYSTEM,2025-09-11 17:38:51.159329
10580,913,4,Task for Lead 913,2025-10-08 22:38:51.159520,2,41,0,Priority: Low,SYSTEM,2025-10-07 22:38:51.159520
10581,539,2,Task for Lead 539,2025-09-29 23:38:51.159761,2,51,0,Priority: Medium,SYSTEM,2025-09-28 23:38:51.159761
10582,75,4,Task for Lead 75,2025-08-30 18:38:51.159958,3,32,0,Priority: Low,SYSTEM,2025-08-29 18:38:51.159958
10583,1089,2,Task for Lead 1089,2025-09-19 19:38:51.160144,3,16,1,Priority: Medium,SYSTEM,2025-09-18 19:38:51.160144
10584,927,2,Task for Lead 927,2025-09-02 19:38:51.160344,4,46,1,Priority: High,SYSTEM,2025-09-01 19:38:51.160344
10585,1186,5,Task for Lead 1186,2025-09-24 19:38:51.160528,1,45,0,Priority: Low,SYSTEM,2025-09-23 19:38:51.160528
10586,1235,4,Task for Lead 1235,2025-10-16 00:38:51.160753,1,4,1,Priority: High,SYSTEM,2025-10-15 00:38:51.160753
10587,611,3,Task for Lead 611,2025-09-07 22:38:51.161026,3,51,1,Priority: High,SYSTEM,2025-09-06 22:38:51.161026
10588,115,4,Task for Lead 115,2025-10-12 19:38:51.161253,2,55,0,Priority: Low,SYSTEM,2025-10-11 19:38:51.161253
10589,91,5,Task for Lead 91,2025-10-03 22:38:51.161460,2,55,0,Priority: Low,SYSTEM,2025-10-02 22:38:51.161460
10590,860,1,Task for Lead 860,2025-10-14 01:38:51.161652,2,34,1,Priority: Medium,SYSTEM,2025-10-13 01:38:51.161652
10591,635,2,Task for Lead 635,2025-10-09 21:38:51.161906,2,17,0,Priority: Low,SYSTEM,2025-10-08 21:38:51.161906
10592,215,5,Task for Lead 215,2025-08-27 21:38:51.162091,4,40,0,Priority: High,SYSTEM,2025-08-26 21:38:51.162091
10593,856,5,Task for Lead 856,2025-08-31 21:38:51.162283,3,52,1,Priority: Low,SYSTEM,2025-08-30 21:38:51.162283
10594,96,4,Task for Lead 96,2025-09-17 19:38:51.162466,3,41,1,Priority: High,SYSTEM,2025-09-16 19:38:51.162466
10595,484,1,Task for Lead 484,2025-08-30 19:38:51.162650,3,32,1,Priority: High,SYSTEM,2025-08-29 19:38:51.162650
10596,740,4,Task for Lead 740,2025-09-27 21:38:51.162888,1,49,0,Priority: Medium,SYSTEM,2025-09-26 21:38:51.162888
10597,336,1,Task for Lead 336,2025-10-09 03:38:51.163126,1,31,1,Priority: Medium,SYSTEM,2025-10-08 03:38:51.163126
10598,529,4,Task for Lead 529,2025-09-18 18:38:51.163350,3,26,0,Priority: Medium,SYSTEM,2025-09-17 18:38:51.163350
10599,191,1,Task for Lead 191,2025-09-28 22:38:51.163548,2,27,1,Priority: Medium,SYSTEM,2025-09-27 22:38:51.163548
10600,228,3,Task for Lead 228,2025-09-06 22:38:51.163779,3,41,1,Priority: Low,SYSTEM,2025-09-05 22:38:51.163779
10601,32,3,Task for Lead 32,2025-09-18 18:38:51.163980,4,23,1,Priority: High,SYSTEM,2025-09-17 18:38:51.163980
10602,406,3,Task for Lead 406,2025-08-27 19:38:51.164165,3,22,1,Priority: High,SYSTEM,2025-08-26 19:38:51.164165
10603,117,5,Task for Lead 117,2025-09-07 01:38:51.164358,3,36,0,Priority: Medium,SYSTEM,2025-09-06 01:38:51.164358
10604,619,1,Task for Lead 619,2025-10-12 00:38:51.164541,2,19,0,Priority: High,SYSTEM,2025-10-11 00:38:51.164541
10605,1029,3,Task for Lead 1029,2025-09-16 22:38:51.164767,4,5,1,Priority: Medium,SYSTEM,2025-09-15 22:38:51.164767
10606,1241,4,Task for Lead 1241,2025-10-09 23:38:51.164962,1,43,0,Priority: Low,SYSTEM,2025-10-08 23:38:51.164962
10607,1061,3,Task for Lead 1061,2025-09-13 17:38:51.165146,3,30,0,Priority: High,SYSTEM,2025-09-12 17:38:51.165146
10608,505,4,Task for Lead 505,2025-08-29 00:38:51.165345,3,23,0,Priority: Low,SYSTEM,2025-08-28 00:38:51.165345
10609,238,2,Task for Lead 238,2025-10-15 23:38:51.165531,2,49,0,Priority: Medium,SYSTEM,2025-10-14 23:38:51.165531
10610,824,5,Task for Lead 824,2025-09-15 21:38:51.165760,3,40,1,Priority: High,SYSTEM,2025-09-14 21:38:51.165760
10611,831,2,Task for Lead 831,2025-09-26 23:38:51.165960,1,35,1,Priority: Low,SYSTEM,2025-09-25 23:38:51.165960
10612,252,2,Task for Lead 252,2025-09-09 18:38:51.166146,3,35,0,Priority: Medium,SYSTEM,2025-09-08 18:38:51.166146
10613,183,1,Task for Lead 183,2025-10-03 21:38:51.166340,1,21,0,Priority: High,SYSTEM,2025-10-02 21:38:51.166340
10614,685,3,Task for Lead 685,2025-09-03 18:38:51.166523,3,14,0,Priority: Medium,SYSTEM,2025-09-02 18:38:51.166523
10615,970,4,Task for Lead 970,2025-09-16 20:38:51.166751,3,52,1,Priority: Low,SYSTEM,2025-09-15 20:38:51.166751
10616,537,4,Task for Lead 537,2025-09-26 01:38:51.166945,1,48,1,Priority: High,SYSTEM,2025-09-25 01:38:51.166945
10617,1097,5,Task for Lead 1097,2025-08-23 23:38:51.167194,4,52,0,Priority: Medium,SYSTEM,2025-08-22 23:38:51.167194
10618,998,3,Task for Lead 998,2025-10-02 19:38:51.167400,2,54,0,Priority: Medium,SYSTEM,2025-10-01 19:38:51.167400
10619,1220,4,Task for Lead 1220,2025-09-04 01:38:51.167586,3,21,1,Priority: Medium,SYSTEM,2025-09-03 01:38:51.167586
10620,890,1,Task for Lead 890,2025-08-27 22:38:51.167842,4,43,1,Priority: Medium,SYSTEM,2025-08-26 22:38:51.167842
10621,625,1,Task for Lead 625,2025-10-15 23:38:51.168037,2,51,0,Priority: Medium,SYSTEM,2025-10-14 23:38:51.168037
10622,600,1,Task for Lead 600,2025-09-10 01:38:51.168222,3,47,0,Priority: Medium,SYSTEM,2025-09-09 01:38:51.168222
10623,865,2,Task for Lead 865,2025-09-09 18:38:51.168415,3,55,0,Priority: Low,SYSTEM,2025-09-08 18:38:51.168415
10624,479,5,Task for Lead 479,2025-08-26 21:38:51.168599,3,17,1,Priority: Medium,SYSTEM,2025-08-25 21:38:51.168599
10625,15,2,Task for Lead 15,2025-09-24 19:38:51.168840,1,12,0,Priority: High,SYSTEM,2025-09-23 19:38:51.168840
10626,711,1,Task for Lead 711,2025-10-02 21:38:51.169030,1,9,0,Priority: High,SYSTEM,2025-10-01 21:38:51.169030
10627,837,5,Task for Lead 837,2025-10-13 03:38:51.169214,2,40,0,Priority: Low,SYSTEM,2025-10-12 03:38:51.169214
10628,656,2,Task for Lead 656,2025-10-13 02:38:51.169407,1,38,0,Priority: Medium,SYSTEM,2025-10-12 02:38:51.169407
10629,765,3,Task for Lead 765,2025-08-25 21:38:51.169600,3,31,1,Priority: High,SYSTEM,2025-08-24 21:38:51.169600
10630,571,1,Task for Lead 571,2025-09-14 21:38:51.169943,3,51,1,Priority: Medium,SYSTEM,2025-09-13 21:38:51.169943
10631,397,2,Task for Lead 397,2025-09-14 18:38:51.170144,4,47,0,Priority: Medium,SYSTEM,2025-09-13 18:38:51.170144
10632,982,1,Task for Lead 982,2025-09-08 19:38:51.170352,4,51,0,Priority: High,SYSTEM,2025-09-07 19:38:51.170352
10633,328,1,Task for Lead 328,2025-10-04 22:38:51.170537,2,44,1,Priority: Low,SYSTEM,2025-10-03 22:38:51.170537
10634,885,2,Task for Lead 885,2025-09-28 03:38:51.170767,1,5,0,Priority: High,SYSTEM,2025-09-27 03:38:51.170767
10635,277,5,Task for Lead 277,2025-09-13 01:38:51.171054,4,5,0,Priority: Low,SYSTEM,2025-09-12 01:38:51.171054
10636,689,4,Task for Lead 689,2025-09-25 01:38:51.171406,2,53,0,Priority: Medium,SYSTEM,2025-09-24 01:38:51.171406
10637,326,2,Task for Lead 326,2025-10-15 23:38:51.171629,1,34,1,Priority: Low,SYSTEM,2025-10-14 23:38:51.171629
10638,858,1,Task for Lead 858,2025-09-08 00:38:51.171880,3,36,1,Priority: Medium,SYSTEM,2025-09-07 00:38:51.171880
10639,103,3,Task for Lead 103,2025-08-31 00:38:51.172065,3,26,0,Priority: Medium,SYSTEM,2025-08-30 00:38:51.172065
10640,424,4,Task for Lead 424,2025-10-16 23:38:51.172265,2,19,0,Priority: Medium,SYSTEM,2025-10-15 23:38:51.172265
10641,119,5,Task for Lead 119,2025-09-18 01:38:51.172471,4,54,1,Priority: Low,SYSTEM,2025-09-17 01:38:51.172471
10642,594,5,Task for Lead 594,2025-10-04 21:38:51.172658,1,28,0,Priority: Low,SYSTEM,2025-10-03 21:38:51.172658
10643,1217,4,Task for Lead 1217,2025-09-14 01:38:51.172908,4,7,1,Priority: Medium,SYSTEM,2025-09-13 01:38:51.172908
10644,1176,1,Task for Lead 1176,2025-10-13 01:38:51.173093,1,44,0,Priority: Medium,SYSTEM,2025-10-12 01:38:51.173093
10645,1138,5,Task for Lead 1138,2025-10-05 21:38:51.173285,1,20,1,Priority: High,SYSTEM,2025-10-04 21:38:51.173285
10646,928,1,Task for Lead 928,2025-09-18 01:38:51.173469,3,22,0,Priority: Low,SYSTEM,2025-09-17 01:38:51.173469
10647,693,5,Task for Lead 693,2025-09-11 22:38:51.173652,4,15,1,Priority: Low,SYSTEM,2025-09-10 22:38:51.173652
10648,568,4,Task for Lead 568,2025-10-06 00:38:51.173889,1,13,1,Priority: Low,SYSTEM,2025-10-05 00:38:51.173889
10649,679,3,Task for Lead 679,2025-08-27 00:38:51.174076,3,52,0,Priority: High,SYSTEM,2025-08-26 00:38:51.174076
10650,944,4,Task for Lead 944,2025-09-14 21:38:51.174269,4,21,1,Priority: Medium,SYSTEM,2025-09-13 21:38:51.174269
10651,373,5,Task for Lead 373,2025-09-19 01:38:51.174504,4,35,1,Priority: Medium,SYSTEM,2025-09-18 01:38:51.174504
10652,1130,3,Task for Lead 1130,2025-09-10 20:38:51.174753,4,18,1,Priority: High,SYSTEM,2025-09-09 20:38:51.174753
10653,1217,4,Task for Lead 1217,2025-09-29 23:38:51.174948,1,38,0,Priority: High,SYSTEM,2025-09-28 23:38:51.174948
10654,1028,4,Task for Lead 1028,2025-09-19 19:38:51.175199,4,28,0,Priority: Medium,SYSTEM,2025-09-18 19:38:51.175199
10655,554,5,Task for Lead 554,2025-10-19 23:38:51.175405,1,47,1,Priority: Medium,SYSTEM,2025-10-18 23:38:51.175405
10656,191,3,Task for Lead 191,2025-10-15 22:38:51.175591,1,27,0,Priority: Low,SYSTEM,2025-10-14 22:38:51.175591
10657,786,4,Task for Lead 786,2025-08-30 19:38:51.175831,3,31,0,Priority: High,SYSTEM,2025-08-29 19:38:51.175831
10658,392,1,Task for Lead 392,2025-09-28 03:38:51.176020,2,20,0,Priority: Low,SYSTEM,2025-09-27 03:38:51.176020
10659,619,5,Task for Lead 619,2025-08-26 22:38:51.176204,4,12,0,Priority: Low,SYSTEM,2025-08-25 22:38:51.176204
10660,324,1,Task for Lead 324,2025-10-05 02:38:51.176398,1,23,0,Priority: Low,SYSTEM,2025-10-04 02:38:51.176398
10661,661,4,Task for Lead 661,2025-10-16 20:38:51.176590,2,41,0,Priority: High,SYSTEM,2025-10-15 20:38:51.176590
10662,730,2,Task for Lead 730,2025-09-05 19:38:51.176823,4,43,0,Priority: Low,SYSTEM,2025-09-04 19:38:51.176823
10663,1158,1,Task for Lead 1158,2025-10-11 02:38:51.177072,1,17,0,Priority: Low,SYSTEM,2025-10-10 02:38:51.177072
10664,988,5,Task for Lead 988,2025-10-13 02:38:51.177396,2,4,1,Priority: Low,SYSTEM,2025-10-12 02:38:51.177396
10665,39,1,Task for Lead 39,2025-09-15 22:38:51.177637,3,54,1,Priority: Medium,SYSTEM,2025-09-14 22:38:51.177637
10666,465,1,Task for Lead 465,2025-10-21 23:38:51.177884,2,12,0,Priority: High,SYSTEM,2025-10-20 23:38:51.177884
10667,1192,5,Task for Lead 1192,2025-10-12 20:38:51.178071,2,23,1,Priority: High,SYSTEM,2025-10-11 20:38:51.178071
10668,787,3,Task for Lead 787,2025-10-09 20:38:51.178264,1,18,0,Priority: High,SYSTEM,2025-10-08 20:38:51.178264
10669,1119,5,Task for Lead 1119,2025-09-04 18:38:51.178449,3,31,0,Priority: Medium,SYSTEM,2025-09-03 18:38:51.178449
10670,71,3,Task for Lead 71,2025-10-16 19:38:51.178658,2,10,0,Priority: Medium,SYSTEM,2025-10-15 19:38:51.178658
10671,1226,3,Task for Lead 1226,2025-10-08 02:38:51.178918,2,14,0,Priority: Low,SYSTEM,2025-10-07 02:38:51.178918
10672,314,5,Task for Lead 314,2025-08-24 00:38:51.179175,4,25,1,Priority: Low,SYSTEM,2025-08-23 00:38:51.179175
10673,535,3,Task for Lead 535,2025-09-12 20:38:51.179380,4,41,0,Priority: High,SYSTEM,2025-09-11 20:38:51.179380
10674,81,1,Task for Lead 81,2025-09-01 21:38:51.179564,4,47,1,Priority: High,SYSTEM,2025-08-31 21:38:51.179564
10675,547,4,Task for Lead 547,2025-09-13 23:38:51.179794,3,36,1,Priority: Medium,SYSTEM,2025-09-12 23:38:51.179794
10676,796,3,Task for Lead 796,2025-09-12 17:38:51.179986,3,39,1,Priority: High,SYSTEM,2025-09-11 17:38:51.179986
10677,831,2,Task for Lead 831,2025-10-13 03:38:51.180169,2,26,1,Priority: High,SYSTEM,2025-10-12 03:38:51.180169
10678,652,4,Task for Lead 652,2025-10-01 19:38:51.180367,2,43,1,Priority: Medium,SYSTEM,2025-09-30 19:38:51.180367
10679,715,2,Task for Lead 715,2025-09-12 18:38:51.180551,4,40,0,Priority: High,SYSTEM,2025-09-11 18:38:51.180551
10680,445,3,Task for Lead 445,2025-10-20 02:38:51.180778,2,28,1,Priority: High,SYSTEM,2025-10-19 02:38:51.180778
10681,743,2,Task for Lead 743,2025-10-07 22:38:51.180980,2,12,1,Priority: High,SYSTEM,2025-10-06 22:38:51.180980
10682,1024,3,Task for Lead 1024,2025-09-01 22:38:51.181166,4,41,1,Priority: Medium,SYSTEM,2025-08-31 22:38:51.181166
10683,469,4,Task for Lead 469,2025-08-31 21:38:51.181394,4,53,1,Priority: Medium,SYSTEM,2025-08-30 21:38:51.181394
10684,902,4,Task for Lead 902,2025-10-15 23:38:51.181587,1,30,0,Priority: Medium,SYSTEM,2025-10-14 23:38:51.181587
10685,295,4,Task for Lead 295,2025-08-27 23:38:51.181824,3,8,0,Priority: Medium,SYSTEM,2025-08-26 23:38:51.181824
10686,467,3,Task for Lead 467,2025-10-17 00:38:51.182015,1,12,1,Priority: Medium,SYSTEM,2025-10-16 00:38:51.182015
10687,290,2,Task for Lead 290,2025-09-07 21:38:51.182199,4,52,0,Priority: Low,SYSTEM,2025-09-06 21:38:51.182199
10688,1224,1,Task for Lead 1224,2025-10-09 21:38:51.182392,2,46,0,Priority: Low,SYSTEM,2025-10-08 21:38:51.182392
10689,681,1,Task for Lead 681,2025-09-04 21:38:51.182576,4,43,1,Priority: High,SYSTEM,2025-09-03 21:38:51.182576
10690,849,3,Task for Lead 849,2025-09-07 21:38:51.182810,3,43,0,Priority: Low,SYSTEM,2025-09-06 21:38:51.182810
10691,331,3,Task for Lead 331,2025-08-28 17:38:51.183012,3,39,1,Priority: Medium,SYSTEM,2025-08-27 17:38:51.183012
10692,677,5,Task for Lead 677,2025-10-05 21:38:51.183285,2,45,0,Priority: Medium,SYSTEM,2025-10-04 21:38:51.183285
10693,65,4,Task for Lead 65,2025-10-01 23:38:51.183484,1,10,0,Priority: High,SYSTEM,2025-09-30 23:38:51.183484
10694,960,4,Task for Lead 960,2025-08-29 22:38:51.183709,4,53,0,Priority: Low,SYSTEM,2025-08-28 22:38:51.183709
10695,783,3,Task for Lead 783,2025-09-11 00:38:51.183915,3,10,1,Priority: Low,SYSTEM,2025-09-10 00:38:51.183915
10696,3,4,Task for Lead 3,2025-09-14 17:38:51.184100,4,36,0,Priority: Medium,SYSTEM,2025-09-13 17:38:51.184100
10697,458,5,Task for Lead 458,2025-09-02 19:38:51.184294,3,41,1,Priority: Medium,SYSTEM,2025-09-01 19:38:51.184294
10698,1221,3,Task for Lead 1221,2025-10-03 23:38:51.184478,2,32,1,Priority: High,SYSTEM,2025-10-02 23:38:51.184478
10699,84,2,Task for Lead 84,2025-10-11 02:38:51.184661,2,4,0,Priority: Low,SYSTEM,2025-10-10 02:38:51.184661
10700,1167,5,Task for Lead 1167,2025-10-10 20:38:51.184912,1,55,0,Priority: High,SYSTEM,2025-10-09 20:38:51.184912
10701,430,2,Task for Lead 430,2025-10-19 23:38:51.185155,2,14,1,Priority: Low,SYSTEM,2025-10-18 23:38:51.185155
