LeadCallId,LeadId,CallId,CallDateTime,DurationSeconds,CallStatusId,SentimentId,AssignedAgentId,CallDirection,IsAIGenerated,CreatedBy,CreatedOn
9284,772,CALL009284,2025-08-24 23:38:48.357571,181,1,1.0,46,Outbound,1,SYSTEM,2025-08-24 23:38:48.357571
9285,704,CALL009285,2025-08-26 19:38:48.357834,59,3,,21,Outbound,1,SYSTEM,2025-08-26 19:38:48.357834
9286,296,CALL009286,2025-09-14 18:38:48.358024,21,5,,31,Outbound,0,SYSTEM,2025-09-14 18:38:48.358024
9287,507,CALL009287,2025-08-29 21:38:48.358209,50,2,,22,Outbound,1,SYSTEM,2025-08-29 21:38:48.358209
9288,346,CALL009288,2025-09-21 20:38:48.358400,17,2,,16,Outbound,0,SYSTEM,2025-09-21 20:38:48.358400
9289,173,CALL009289,2025-08-30 01:38:48.358596,43,4,,22,Outbound,1,SYSTEM,2025-08-30 01:38:48.358596
9290,266,CALL009290,2025-09-10 20:38:48.358844,35,4,,28,Outbound,0,SYSTEM,2025-09-10 20:38:48.358844
9291,1046,CALL009291,2025-09-05 21:38:48.359051,69,1,3.0,40,Outbound,1,SYSTEM,2025-09-05 21:38:48.359051
9292,1229,CALL009292,2025-09-09 22:38:48.359344,32,4,,12,Inbound,0,SYSTEM,2025-09-09 22:38:48.359344
9293,467,CALL009293,2025-08-26 17:38:48.359543,34,2,,32,Outbound,1,SYSTEM,2025-08-26 17:38:48.359543
9294,522,CALL009294,2025-09-11 17:38:48.359782,53,3,,53,Outbound,0,SYSTEM,2025-09-11 17:38:48.359782
9295,1167,CALL009295,2025-09-16 20:38:48.359985,21,4,,39,Outbound,0,SYSTEM,2025-09-16 20:38:48.359985
9296,471,CALL009296,2025-09-09 21:38:48.360171,58,3,,12,Inbound,1,SYSTEM,2025-09-09 21:38:48.360171
9297,1122,CALL009297,2025-09-12 21:38:48.360356,13,4,,11,Outbound,1,SYSTEM,2025-09-12 21:38:48.360356
9298,835,CALL009298,2025-08-27 00:38:48.360547,58,3,,46,Outbound,0,SYSTEM,2025-08-27 00:38:48.360547
9299,89,CALL009299,2025-09-07 21:38:48.360783,52,4,,28,Inbound,1,SYSTEM,2025-09-07 21:38:48.360783
9300,1007,CALL009300,2025-09-09 23:38:48.360980,30,5,,13,Outbound,0,SYSTEM,2025-09-09 23:38:48.360980
9301,1025,CALL009301,2025-09-11 22:38:48.361175,130,1,2.0,28,Outbound,1,SYSTEM,2025-09-11 22:38:48.361175
9302,1029,CALL009302,2025-09-02 21:38:48.361420,350,1,3.0,16,Outbound,0,SYSTEM,2025-09-02 21:38:48.361420
9303,116,CALL009303,2025-09-17 00:38:48.361636,19,2,,9,Outbound,0,SYSTEM,2025-09-17 00:38:48.361636
9304,397,CALL009304,2025-08-30 19:38:48.362037,22,2,,45,Outbound,1,SYSTEM,2025-08-30 19:38:48.362037
9305,258,CALL009305,2025-09-12 23:38:48.362310,57,2,,48,Outbound,0,SYSTEM,2025-09-12 23:38:48.362310
9306,1074,CALL009306,2025-08-28 18:38:48.362510,12,2,,51,Inbound,0,SYSTEM,2025-08-28 18:38:48.362510
9307,917,CALL009307,2025-09-13 01:38:48.362752,43,2,,43,Outbound,1,SYSTEM,2025-09-13 01:38:48.362752
9308,1122,CALL009308,2025-08-25 21:38:48.362950,39,1,3.0,22,Outbound,0,SYSTEM,2025-08-25 21:38:48.362950
9309,755,CALL009309,2025-08-23 23:38:48.363227,11,2,,27,Outbound,0,SYSTEM,2025-08-23 23:38:48.363227
9310,201,CALL009310,2025-09-10 19:38:48.363424,56,5,,35,Outbound,0,SYSTEM,2025-09-10 19:38:48.363424
9311,741,CALL009311,2025-09-12 20:38:48.363654,41,3,,34,Outbound,1,SYSTEM,2025-09-12 20:38:48.363654
9312,556,CALL009312,2025-08-31 17:38:48.363915,24,3,,52,Outbound,0,SYSTEM,2025-08-31 17:38:48.363915
9313,659,CALL009313,2025-09-06 22:38:48.364099,53,4,,17,Outbound,1,SYSTEM,2025-09-06 22:38:48.364099
9314,511,CALL009314,2025-08-24 17:38:48.364282,43,4,,5,Inbound,1,SYSTEM,2025-08-24 17:38:48.364282
9315,319,CALL009315,2025-09-01 17:38:48.364474,19,3,,49,Outbound,0,SYSTEM,2025-09-01 17:38:48.364474
9316,217,CALL009316,2025-08-26 17:38:48.364709,18,2,,55,Outbound,0,SYSTEM,2025-08-26 17:38:48.364709
9317,154,CALL009317,2025-08-28 00:38:48.364914,15,4,,27,Outbound,0,SYSTEM,2025-08-28 00:38:48.364914
9318,834,CALL009318,2025-08-26 21:38:48.365098,56,3,,12,Inbound,0,SYSTEM,2025-08-26 21:38:48.365098
9319,1150,CALL009319,2025-09-18 01:38:48.365283,14,5,,43,Outbound,0,SYSTEM,2025-09-18 01:38:48.365283
9320,1097,CALL009320,2025-09-07 01:38:48.365468,38,2,,11,Outbound,0,SYSTEM,2025-09-07 01:38:48.365468
9321,554,CALL009321,2025-09-20 22:38:48.365706,38,2,,20,Inbound,0,SYSTEM,2025-09-20 22:38:48.365706
9322,525,CALL009322,2025-08-25 18:38:48.365913,33,5,,52,Outbound,0,SYSTEM,2025-08-25 18:38:48.365913
9323,827,CALL009323,2025-08-24 23:38:48.366098,566,1,1.0,52,Outbound,0,SYSTEM,2025-08-24 23:38:48.366098
9324,988,CALL009324,2025-09-13 21:38:48.366306,54,2,,47,Outbound,1,SYSTEM,2025-09-13 21:38:48.366306
9325,1180,CALL009325,2025-09-04 20:38:48.366490,36,2,,53,Outbound,1,SYSTEM,2025-09-04 20:38:48.366490
9326,1036,CALL009326,2025-08-27 17:38:48.366735,643,1,1.0,41,Inbound,1,SYSTEM,2025-08-27 17:38:48.366735
9327,460,CALL009327,2025-09-17 20:38:48.366954,350,1,1.0,15,Outbound,1,SYSTEM,2025-09-17 20:38:48.366954
9328,31,CALL009328,2025-09-17 21:38:48.367230,26,4,,11,Outbound,0,SYSTEM,2025-09-17 21:38:48.367230
9329,1032,CALL009329,2025-08-24 18:38:48.367426,21,4,,53,Outbound,0,SYSTEM,2025-08-24 18:38:48.367426
9330,732,CALL009330,2025-08-30 23:38:48.367621,40,2,,1,Inbound,0,SYSTEM,2025-08-30 23:38:48.367621
9331,548,CALL009331,2025-09-03 01:38:48.367875,735,1,3.0,48,Outbound,1,SYSTEM,2025-09-03 01:38:48.367875
9332,785,CALL009332,2025-08-25 20:38:48.368087,32,3,,8,Outbound,1,SYSTEM,2025-08-25 20:38:48.368087
9333,366,CALL009333,2025-09-10 01:38:48.368272,22,3,,26,Outbound,0,SYSTEM,2025-09-10 01:38:48.368272
9334,837,CALL009334,2025-09-08 22:38:48.368456,41,2,,5,Outbound,0,SYSTEM,2025-09-08 22:38:48.368456
9335,23,CALL009335,2025-08-27 23:38:48.368652,59,2,,13,Outbound,0,SYSTEM,2025-08-27 23:38:48.368652
9336,429,CALL009336,2025-09-22 00:38:48.368921,53,3,,8,Outbound,0,SYSTEM,2025-09-22 00:38:48.368921
9337,998,CALL009337,2025-09-05 21:38:48.369109,37,5,,21,Outbound,0,SYSTEM,2025-09-05 21:38:48.369109
9338,492,CALL009338,2025-09-16 21:38:48.369303,57,2,,22,Outbound,0,SYSTEM,2025-09-16 21:38:48.369303
9339,142,CALL009339,2025-09-02 18:38:48.369490,49,3,,5,Outbound,0,SYSTEM,2025-09-02 18:38:48.369490
9340,922,CALL009340,2025-09-16 23:38:48.369733,402,1,3.0,43,Outbound,1,SYSTEM,2025-09-16 23:38:48.369733
9341,399,CALL009341,2025-09-03 01:38:48.369967,48,4,,43,Outbound,0,SYSTEM,2025-09-03 01:38:48.369967
9342,295,CALL009342,2025-09-08 19:38:48.370154,59,2,,45,Outbound,0,SYSTEM,2025-09-08 19:38:48.370154
9343,1089,CALL009343,2025-09-03 20:38:48.370340,47,3,,42,Outbound,0,SYSTEM,2025-09-03 20:38:48.370340
9344,3,CALL009344,2025-09-22 00:38:48.370532,16,2,,53,Inbound,0,SYSTEM,2025-09-22 00:38:48.370532
9345,998,CALL009345,2025-09-15 23:38:48.370768,54,4,,39,Outbound,1,SYSTEM,2025-09-15 23:38:48.370768
9346,1112,CALL009346,2025-09-11 19:38:48.370964,50,2,,53,Outbound,1,SYSTEM,2025-09-11 19:38:48.370964
9347,291,CALL009347,2025-09-17 01:38:48.371313,50,5,,31,Outbound,1,SYSTEM,2025-09-17 01:38:48.371313
9348,383,CALL009348,2025-09-04 23:38:48.371554,25,3,,4,Outbound,0,SYSTEM,2025-09-04 23:38:48.371554
9349,17,CALL009349,2025-08-31 23:38:48.371789,22,4,,30,Outbound,1,SYSTEM,2025-08-31 23:38:48.371789
9350,596,CALL009350,2025-09-12 20:38:48.371987,205,1,1.0,26,Inbound,0,SYSTEM,2025-09-12 20:38:48.371987
9351,503,CALL009351,2025-09-05 18:38:48.372209,49,4,,11,Outbound,1,SYSTEM,2025-09-05 18:38:48.372209
9352,684,CALL009352,2025-08-26 19:38:48.372394,15,2,,23,Outbound,0,SYSTEM,2025-08-26 19:38:48.372394
9353,157,CALL009353,2025-09-03 17:38:48.372588,569,1,5.0,16,Outbound,1,SYSTEM,2025-09-03 17:38:48.372588
9354,113,CALL009354,2025-09-04 01:38:48.372856,891,1,2.0,55,Inbound,1,SYSTEM,2025-09-04 01:38:48.372856
9355,700,CALL009355,2025-09-10 21:38:48.373069,38,1,1.0,9,Outbound,1,SYSTEM,2025-09-10 21:38:48.373069
9356,446,CALL009356,2025-09-07 17:38:48.373284,533,1,2.0,51,Outbound,1,SYSTEM,2025-09-07 17:38:48.373284
9357,367,CALL009357,2025-09-21 00:38:48.373493,44,5,,34,Inbound,0,SYSTEM,2025-09-21 00:38:48.373493
9358,1047,CALL009358,2025-09-13 22:38:48.373733,38,5,,46,Outbound,1,SYSTEM,2025-09-13 22:38:48.373733
9359,59,CALL009359,2025-09-21 17:38:48.373930,32,3,,18,Outbound,0,SYSTEM,2025-09-21 17:38:48.373930
9360,487,CALL009360,2025-08-26 17:38:48.374116,395,1,2.0,35,Outbound,0,SYSTEM,2025-08-26 17:38:48.374116
9361,91,CALL009361,2025-09-13 01:38:48.374335,351,1,2.0,43,Inbound,0,SYSTEM,2025-09-13 01:38:48.374335
9362,882,CALL009362,2025-09-03 19:38:48.374560,28,4,,25,Outbound,0,SYSTEM,2025-09-03 19:38:48.374560
9363,927,CALL009363,2025-08-30 01:38:48.374800,55,4,,21,Inbound,1,SYSTEM,2025-08-30 01:38:48.374800
9364,566,CALL009364,2025-08-31 20:38:48.374997,43,2,,51,Outbound,0,SYSTEM,2025-08-31 20:38:48.374997
9365,63,CALL009365,2025-08-29 17:38:48.375260,44,2,,23,Inbound,0,SYSTEM,2025-08-29 17:38:48.375260
9366,772,CALL009366,2025-08-23 18:38:48.375451,54,2,,21,Outbound,0,SYSTEM,2025-08-23 18:38:48.375451
9367,934,CALL009367,2025-09-13 00:38:48.375656,44,4,,27,Outbound,0,SYSTEM,2025-09-13 00:38:48.375656
9368,1074,CALL009368,2025-08-28 23:38:48.375908,12,3,,14,Outbound,0,SYSTEM,2025-08-28 23:38:48.375908
9369,1183,CALL009369,2025-09-18 21:38:48.376094,506,1,3.0,20,Inbound,0,SYSTEM,2025-09-18 21:38:48.376094
9370,561,CALL009370,2025-09-21 21:38:48.376301,31,3,,7,Outbound,0,SYSTEM,2025-09-21 21:38:48.376301
9371,44,CALL009371,2025-09-21 01:38:48.376492,17,2,,33,Outbound,1,SYSTEM,2025-09-21 01:38:48.376492
9372,949,CALL009372,2025-09-11 17:38:48.376731,719,1,3.0,9,Outbound,0,SYSTEM,2025-09-11 17:38:48.376731
9373,669,CALL009373,2025-08-30 01:38:48.376952,865,1,3.0,54,Outbound,0,SYSTEM,2025-08-30 01:38:48.376952
9374,395,CALL009374,2025-09-06 17:38:48.377164,13,2,,22,Outbound,0,SYSTEM,2025-09-06 17:38:48.377164
9375,534,CALL009375,2025-09-01 22:38:48.377349,360,1,1.0,34,Outbound,0,SYSTEM,2025-09-01 22:38:48.377349
9376,710,CALL009376,2025-09-18 23:38:48.377565,21,3,,53,Outbound,0,SYSTEM,2025-09-18 23:38:48.377565
9377,928,CALL009377,2025-09-17 18:38:48.377802,397,1,3.0,49,Outbound,0,SYSTEM,2025-09-17 18:38:48.377802
9378,626,CALL009378,2025-09-09 20:38:48.378095,53,3,,52,Outbound,0,SYSTEM,2025-09-09 20:38:48.378095
9379,190,CALL009379,2025-09-15 21:38:48.378289,50,5,,9,Outbound,0,SYSTEM,2025-09-15 21:38:48.378289
9380,180,CALL009380,2025-09-21 17:38:48.378475,26,2,,20,Outbound,1,SYSTEM,2025-09-21 17:38:48.378475
9381,584,CALL009381,2025-09-21 22:38:48.378735,45,2,,47,Outbound,1,SYSTEM,2025-09-21 22:38:48.378735
9382,1112,CALL009382,2025-08-29 19:38:48.378937,598,1,3.0,49,Outbound,1,SYSTEM,2025-08-29 19:38:48.378937
9383,471,CALL009383,2025-08-26 01:38:48.379209,713,1,2.0,22,Outbound,0,SYSTEM,2025-08-26 01:38:48.379209
9384,462,CALL009384,2025-09-02 01:38:48.379443,55,3,,22,Outbound,0,SYSTEM,2025-09-02 01:38:48.379443
9385,1207,CALL009385,2025-08-24 21:38:48.379640,543,1,2.0,10,Outbound,0,SYSTEM,2025-08-24 21:38:48.379640
9386,902,CALL009386,2025-09-07 20:38:48.379903,12,3,,1,Outbound,0,SYSTEM,2025-09-07 20:38:48.379903
9387,505,CALL009387,2025-08-23 23:38:48.380097,196,1,4.0,16,Outbound,0,SYSTEM,2025-08-23 23:38:48.380097
9388,413,CALL009388,2025-08-27 22:38:48.380304,37,3,,32,Outbound,0,SYSTEM,2025-08-27 22:38:48.380304
9389,718,CALL009389,2025-08-30 17:38:48.380489,55,5,,3,Outbound,0,SYSTEM,2025-08-30 17:38:48.380489
9390,281,CALL009390,2025-09-19 01:38:48.380721,613,1,5.0,7,Outbound,0,SYSTEM,2025-09-19 01:38:48.380721
9391,228,CALL009391,2025-09-15 00:38:48.380950,24,5,,39,Inbound,0,SYSTEM,2025-09-15 00:38:48.380950
9392,924,CALL009392,2025-08-30 00:38:48.381136,229,1,2.0,18,Outbound,0,SYSTEM,2025-08-30 00:38:48.381136
9393,820,CALL009393,2025-08-28 00:38:48.381373,511,1,2.0,9,Outbound,0,SYSTEM,2025-08-28 00:38:48.381373
9394,657,CALL009394,2025-08-24 21:38:48.381589,58,2,,51,Outbound,0,SYSTEM,2025-08-24 21:38:48.381589
9395,372,CALL009395,2025-09-05 19:38:48.381831,13,4,,55,Outbound,0,SYSTEM,2025-09-05 19:38:48.381831
9396,310,CALL009396,2025-08-31 01:38:48.382022,56,2,,1,Outbound,0,SYSTEM,2025-08-31 01:38:48.382022
9397,112,CALL009397,2025-08-30 01:38:48.382209,197,1,3.0,1,Outbound,0,SYSTEM,2025-08-30 01:38:48.382209
9398,667,CALL009398,2025-09-08 19:38:48.382416,558,1,3.0,38,Outbound,0,SYSTEM,2025-09-08 19:38:48.382416
9399,1081,CALL009399,2025-09-09 19:38:48.382635,29,2,,12,Outbound,1,SYSTEM,2025-09-09 19:38:48.382635
9400,254,CALL009400,2025-09-06 17:38:48.382888,35,3,,27,Inbound,0,SYSTEM,2025-09-06 17:38:48.382888
9401,1018,CALL009401,2025-09-07 17:38:48.383143,14,4,,40,Outbound,1,SYSTEM,2025-09-07 17:38:48.383143
9402,691,CALL009402,2025-09-07 22:38:48.383352,749,1,2.0,11,Outbound,0,SYSTEM,2025-09-07 22:38:48.383352
9403,434,CALL009403,2025-09-05 18:38:48.383570,36,2,,9,Outbound,0,SYSTEM,2025-09-05 18:38:48.383570
9404,587,CALL009404,2025-09-03 22:38:48.383815,30,3,,10,Outbound,0,SYSTEM,2025-09-03 22:38:48.383815
9405,1114,CALL009405,2025-09-09 17:38:48.384009,18,5,,23,Outbound,0,SYSTEM,2025-09-09 17:38:48.384009
9406,428,CALL009406,2025-08-25 19:38:48.384195,267,1,3.0,10,Outbound,1,SYSTEM,2025-08-25 19:38:48.384195
9407,946,CALL009407,2025-09-21 19:38:48.384421,17,2,,48,Outbound,1,SYSTEM,2025-09-21 19:38:48.384421
9408,1035,CALL009408,2025-09-01 23:38:48.384619,17,4,,1,Outbound,1,SYSTEM,2025-09-01 23:38:48.384619
9409,480,CALL009409,2025-09-20 19:38:48.384872,19,4,,16,Inbound,0,SYSTEM,2025-09-20 19:38:48.384872
9410,361,CALL009410,2025-08-23 19:38:48.385061,28,3,,26,Outbound,1,SYSTEM,2025-08-23 19:38:48.385061
9411,610,CALL009411,2025-09-09 22:38:48.385252,53,2,,39,Outbound,0,SYSTEM,2025-09-09 22:38:48.385252
9412,546,CALL009412,2025-09-20 19:38:48.385436,59,4,,21,Outbound,0,SYSTEM,2025-09-20 19:38:48.385436
9413,204,CALL009413,2025-09-11 17:38:48.385628,19,5,,16,Outbound,1,SYSTEM,2025-09-11 17:38:48.385628
9414,443,CALL009414,2025-08-23 20:38:48.385867,54,4,,23,Outbound,1,SYSTEM,2025-08-23 20:38:48.385867
9415,320,CALL009415,2025-09-20 18:38:48.386055,336,1,2.0,44,Outbound,1,SYSTEM,2025-09-20 18:38:48.386055
9416,76,CALL009416,2025-08-30 20:38:48.386262,58,2,,23,Outbound,0,SYSTEM,2025-08-30 20:38:48.386262
9417,207,CALL009417,2025-09-04 23:38:48.386447,58,4,,40,Outbound,1,SYSTEM,2025-09-04 23:38:48.386447
9418,531,CALL009418,2025-09-18 17:38:48.386639,33,4,,9,Outbound,0,SYSTEM,2025-09-18 17:38:48.386639
9419,487,CALL009419,2025-09-12 22:38:48.386887,780,1,2.0,53,Inbound,0,SYSTEM,2025-09-12 22:38:48.386887
9420,168,CALL009420,2025-09-13 21:38:48.387159,96,1,3.0,45,Outbound,0,SYSTEM,2025-09-13 21:38:48.387159
9421,153,CALL009421,2025-09-11 20:38:48.387388,643,1,2.0,9,Outbound,1,SYSTEM,2025-09-11 20:38:48.387388
9422,1089,CALL009422,2025-09-20 21:38:48.387612,14,4,,19,Outbound,0,SYSTEM,2025-09-20 21:38:48.387612
9423,670,CALL009423,2025-08-27 21:38:48.387853,428,1,2.0,52,Outbound,1,SYSTEM,2025-08-27 21:38:48.387853
9424,300,CALL009424,2025-09-18 18:38:48.388064,32,4,,45,Inbound,1,SYSTEM,2025-09-18 18:38:48.388064
9425,786,CALL009425,2025-08-24 23:38:48.388248,12,3,,25,Outbound,1,SYSTEM,2025-08-24 23:38:48.388248
9426,1202,CALL009426,2025-09-01 17:38:48.388432,40,3,,15,Outbound,0,SYSTEM,2025-09-01 17:38:48.388432
9427,727,CALL009427,2025-09-06 01:38:48.388628,305,1,3.0,4,Outbound,1,SYSTEM,2025-09-06 01:38:48.388628
9428,286,CALL009428,2025-08-30 17:38:48.388894,14,2,,8,Outbound,0,SYSTEM,2025-08-30 17:38:48.388894
9429,113,CALL009429,2025-08-28 23:38:48.389082,26,4,,19,Inbound,1,SYSTEM,2025-08-28 23:38:48.389082
9430,761,CALL009430,2025-09-16 21:38:48.389276,16,3,,48,Outbound,0,SYSTEM,2025-09-16 21:38:48.389276
9431,1132,CALL009431,2025-09-06 22:38:48.389472,47,4,,53,Outbound,0,SYSTEM,2025-09-06 22:38:48.389472
9432,478,CALL009432,2025-09-09 22:38:48.389719,653,1,2.0,11,Outbound,0,SYSTEM,2025-09-09 22:38:48.389719
9433,540,CALL009433,2025-09-05 19:38:48.389951,560,1,2.0,23,Outbound,0,SYSTEM,2025-09-05 19:38:48.389951
9434,53,CALL009434,2025-09-07 01:38:48.390162,30,2,,10,Inbound,1,SYSTEM,2025-09-07 01:38:48.390162
9435,611,CALL009435,2025-08-23 17:38:48.390347,38,2,,9,Outbound,1,SYSTEM,2025-08-23 17:38:48.390347
9436,713,CALL009436,2025-09-22 01:38:48.390544,10,5,,11,Outbound,1,SYSTEM,2025-09-22 01:38:48.390544
9437,723,CALL009437,2025-09-12 00:38:48.390781,44,2,,26,Outbound,1,SYSTEM,2025-09-12 00:38:48.390781
9438,352,CALL009438,2025-09-12 01:38:48.390980,669,1,2.0,35,Inbound,0,SYSTEM,2025-09-12 01:38:48.390980
9439,440,CALL009439,2025-09-12 18:38:48.391265,48,2,,10,Outbound,0,SYSTEM,2025-09-12 18:38:48.391265
9440,271,CALL009440,2025-09-21 20:38:48.391457,172,1,3.0,20,Outbound,0,SYSTEM,2025-09-21 20:38:48.391457
9441,505,CALL009441,2025-08-28 19:38:48.391732,48,4,,30,Outbound,0,SYSTEM,2025-08-28 19:38:48.391732
9442,933,CALL009442,2025-08-23 22:38:48.391935,52,2,,8,Outbound,1,SYSTEM,2025-08-23 22:38:48.391935
9443,793,CALL009443,2025-09-20 00:38:48.392119,179,1,3.0,16,Outbound,0,SYSTEM,2025-09-20 00:38:48.392119
9444,170,CALL009444,2025-08-28 20:38:48.392325,48,3,,40,Outbound,0,SYSTEM,2025-08-28 20:38:48.392325
9445,21,CALL009445,2025-08-25 22:38:48.392519,853,1,3.0,47,Outbound,0,SYSTEM,2025-08-25 22:38:48.392519
9446,570,CALL009446,2025-09-14 18:38:48.392768,51,5,,22,Outbound,1,SYSTEM,2025-09-14 18:38:48.392768
9447,680,CALL009447,2025-09-02 23:38:48.392964,665,1,4.0,15,Outbound,1,SYSTEM,2025-09-02 23:38:48.392964
9448,27,CALL009448,2025-09-09 18:38:48.393173,42,3,,49,Outbound,1,SYSTEM,2025-09-09 18:38:48.393173
9449,560,CALL009449,2025-08-29 20:38:48.393357,58,4,,36,Outbound,1,SYSTEM,2025-08-29 20:38:48.393357
9450,82,CALL009450,2025-08-26 20:38:48.393551,45,5,,55,Inbound,1,SYSTEM,2025-08-26 20:38:48.393551
9451,63,CALL009451,2025-09-02 01:38:48.393789,15,4,,52,Outbound,0,SYSTEM,2025-09-02 01:38:48.393789
9452,512,CALL009452,2025-09-10 17:38:48.393987,53,2,,34,Inbound,0,SYSTEM,2025-09-10 17:38:48.393987
9453,619,CALL009453,2025-09-20 20:38:48.394179,22,5,,21,Outbound,0,SYSTEM,2025-09-20 20:38:48.394179
9454,693,CALL009454,2025-09-15 23:38:48.394369,46,2,,40,Inbound,1,SYSTEM,2025-09-15 23:38:48.394369
9455,543,CALL009455,2025-09-05 21:38:48.394564,231,1,3.0,13,Outbound,0,SYSTEM,2025-09-05 21:38:48.394564
9456,868,CALL009456,2025-09-18 01:38:48.394833,56,2,,27,Outbound,0,SYSTEM,2025-09-18 01:38:48.394833
9457,254,CALL009457,2025-09-15 21:38:48.395029,13,2,,55,Outbound,0,SYSTEM,2025-09-15 21:38:48.395029
9458,1234,CALL009458,2025-08-25 17:38:48.395303,34,4,,12,Outbound,1,SYSTEM,2025-08-25 17:38:48.395303
9459,29,CALL009459,2025-09-20 01:38:48.395516,294,1,4.0,5,Outbound,1,SYSTEM,2025-09-20 01:38:48.395516
9460,517,CALL009460,2025-09-15 22:38:48.395773,42,5,,33,Outbound,0,SYSTEM,2025-09-15 22:38:48.395773
9461,311,CALL009461,2025-09-01 20:38:48.395978,50,4,,42,Outbound,0,SYSTEM,2025-09-01 20:38:48.395978
9462,980,CALL009462,2025-09-01 00:38:48.396166,19,2,,36,Outbound,0,SYSTEM,2025-09-01 00:38:48.396166
9463,971,CALL009463,2025-09-06 00:38:48.396350,36,3,,22,Outbound,0,SYSTEM,2025-09-06 00:38:48.396350
9464,991,CALL009464,2025-08-29 19:38:48.396550,50,3,,23,Outbound,1,SYSTEM,2025-08-29 19:38:48.396550
9465,1106,CALL009465,2025-09-01 00:38:48.396782,262,1,1.0,27,Outbound,1,SYSTEM,2025-09-01 00:38:48.396782
9466,651,CALL009466,2025-08-28 22:38:48.397001,15,2,,50,Outbound,0,SYSTEM,2025-08-28 22:38:48.397001
9467,122,CALL009467,2025-09-01 00:38:48.397188,172,1,2.0,54,Outbound,0,SYSTEM,2025-09-01 00:38:48.397188
9468,1035,CALL009468,2025-09-03 20:38:48.397394,47,3,,33,Outbound,0,SYSTEM,2025-09-03 20:38:48.397394
9469,1121,CALL009469,2025-09-22 01:38:48.397588,22,2,,20,Outbound,0,SYSTEM,2025-09-22 01:38:48.397588
9470,1238,CALL009470,2025-09-19 01:38:48.397829,50,2,,11,Outbound,0,SYSTEM,2025-09-19 01:38:48.397829
9471,1029,CALL009471,2025-08-31 17:38:48.398034,57,4,,21,Outbound,1,SYSTEM,2025-08-31 17:38:48.398034
9472,323,CALL009472,2025-09-14 17:38:48.398221,50,4,,54,Inbound,1,SYSTEM,2025-09-14 17:38:48.398221
9473,144,CALL009473,2025-08-26 00:38:48.398405,59,3,,12,Inbound,0,SYSTEM,2025-08-26 00:38:48.398405
9474,712,CALL009474,2025-09-08 19:38:48.398602,40,2,,44,Outbound,1,SYSTEM,2025-09-08 19:38:48.398602
9475,381,CALL009475,2025-09-13 20:38:48.398847,57,3,,3,Outbound,0,SYSTEM,2025-09-13 20:38:48.398847
9476,1194,CALL009476,2025-08-24 18:38:48.399037,388,1,3.0,41,Outbound,0,SYSTEM,2025-08-24 18:38:48.399037
9477,835,CALL009477,2025-09-04 01:38:48.399334,30,3,,30,Outbound,0,SYSTEM,2025-09-04 01:38:48.399334
9478,1114,CALL009478,2025-09-05 19:38:48.399534,14,5,,43,Outbound,1,SYSTEM,2025-09-05 19:38:48.399534
9479,917,CALL009479,2025-09-07 22:38:48.399773,337,1,4.0,55,Outbound,0,SYSTEM,2025-09-07 22:38:48.399773
9480,327,CALL009480,2025-09-03 22:38:48.400002,298,1,4.0,44,Outbound,0,SYSTEM,2025-09-03 22:38:48.400002
9481,538,CALL009481,2025-09-06 18:38:48.400229,44,5,,19,Outbound,1,SYSTEM,2025-09-06 18:38:48.400229
9482,379,CALL009482,2025-09-18 21:38:48.400417,17,2,,17,Outbound,1,SYSTEM,2025-09-18 21:38:48.400417
9483,331,CALL009483,2025-08-31 17:38:48.400610,57,2,,33,Outbound,1,SYSTEM,2025-08-31 17:38:48.400610
9484,1146,CALL009484,2025-09-07 18:38:48.400858,55,4,,8,Outbound,0,SYSTEM,2025-09-07 18:38:48.400858
9485,644,CALL009485,2025-09-07 23:38:48.401048,24,4,,13,Outbound,0,SYSTEM,2025-09-07 23:38:48.401048
9486,547,CALL009486,2025-09-02 19:38:48.401255,784,1,1.0,22,Outbound,0,SYSTEM,2025-09-02 19:38:48.401255
9487,589,CALL009487,2025-09-01 20:38:48.401464,390,1,1.0,44,Outbound,0,SYSTEM,2025-09-01 20:38:48.401464
9488,1087,CALL009488,2025-09-01 23:38:48.401727,24,2,,8,Outbound,1,SYSTEM,2025-09-01 23:38:48.401727
9489,683,CALL009489,2025-08-25 00:38:48.401927,57,5,,38,Outbound,1,SYSTEM,2025-08-25 00:38:48.401927
9490,1046,CALL009490,2025-09-16 20:38:48.402113,723,1,2.0,28,Outbound,0,SYSTEM,2025-09-16 20:38:48.402113
9491,409,CALL009491,2025-08-26 20:38:48.402329,40,4,,48,Outbound,0,SYSTEM,2025-08-26 20:38:48.402329
9492,84,CALL009492,2025-08-24 20:38:48.402522,11,5,,9,Inbound,1,SYSTEM,2025-08-24 20:38:48.402522
9493,1209,CALL009493,2025-09-05 20:38:48.402752,29,3,,51,Outbound,0,SYSTEM,2025-09-05 20:38:48.402752
9494,860,CALL009494,2025-09-09 21:38:48.402949,778,1,3.0,20,Outbound,1,SYSTEM,2025-09-09 21:38:48.402949
9495,367,CALL009495,2025-09-14 01:38:48.403224,16,2,,19,Outbound,0,SYSTEM,2025-09-14 01:38:48.403224
9496,860,CALL009496,2025-09-07 20:38:48.403432,58,3,,39,Inbound,1,SYSTEM,2025-09-07 20:38:48.403432
9497,512,CALL009497,2025-08-24 23:38:48.403627,364,1,2.0,38,Inbound,0,SYSTEM,2025-08-24 23:38:48.403627
